areacd,areanm,geography,period,unit,communication_and_language,communication_measure,communication_lower_confidence_interval_95,communication_upper_confidence_interval_95,communication_observation_status,literacy,literacy_measure,literacy_lower_confidence_interval_95,literacy_upper_confidence_interval_95,literacy_observation_status,mathematics,mathematics_measure,mathematics_lower_confidence_interval_95,mathematics_upper_confidence_interval_95,mathematics_observation_status
E07000203,Mid Suffolk,Local Authority District,2022-09-01T00:00:00/P1Y,%,82.4,Percentage,,,,74.3,Percentage,,,,81.1,Percentage,,,
E07000203,Mid Suffolk,Local Authority District,2021-09-01T00:00:00/P1Y,%,82.8,Percentage,,,,70.4,Percentage,,,,79.8,Percentage,,,
E07000245,West Suffolk,Local Authority District,2022-09-01T00:00:00/P1Y,%,78.9,Percentage,,,,65.5,Percentage,,,,75.3,Percentage,,,
E07000245,West Suffolk,Local Authority District,2021-09-01T00:00:00/P1Y,%,80.6,Percentage,,,,64.0,Percentage,,,,75.5,Percentage,,,
E12000007,London,Region,2021-09-01T00:00:00/P1Y,%,79.1,Percentage,,,,70.4,Percentage,,,,77.2,Percentage,,,
E12000007,London,Region,2022-09-01T00:00:00/P1Y,%,79.2,Percentage,,,,71.4,Percentage,,,,78.0,Percentage,,,
E13000001,Inner London,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,78.4,Percentage,,,,70.5,Percentage,,,,77.2,Percentage,,,
E13000001,Inner London,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,78.6,Percentage,,,,71.8,Percentage,,,,78.1,Percentage,,,
E09000007,Camden,Local Authority District,2022-09-01T00:00:00/P1Y,%,79.7,Percentage,,,,69.8,Percentage,,,,77.6,Percentage,,,
E09000007,Camden,Local Authority District,2021-09-01T00:00:00/P1Y,%,78.6,Percentage,,,,68.6,Percentage,,,,78.6,Percentage,,,
E09000001,City of London,Local Authority District,2021-09-01T00:00:00/P1Y,%,89.2,Percentage,,,,75.7,Percentage,,,,86.5,Percentage,,,
E09000001,City of London,Local Authority District,2022-09-01T00:00:00/P1Y,%,87.7,Percentage,,,,84.2,Percentage,,,,87.7,Percentage,,,
E09000012,Hackney,Local Authority District,2021-09-01T00:00:00/P1Y,%,78.7,Percentage,,,,72.6,Percentage,,,,78.7,Percentage,,,
E09000012,Hackney,Local Authority District,2022-09-01T00:00:00/P1Y,%,79.2,Percentage,,,,73.9,Percentage,,,,79.1,Percentage,,,
E09000013,Hammersmith and Fulham ,Local Authority District,2021-09-01T00:00:00/P1Y,%,79.1,Percentage,,,,69.7,Percentage,,,,76.6,Percentage,,,
E09000013,Hammersmith and Fulham ,Local Authority District,2022-09-01T00:00:00/P1Y,%,77.4,Percentage,,,,71.7,Percentage,,,,78.3,Percentage,,,
E09000014,Haringey,Local Authority District,2021-09-01T00:00:00/P1Y,%,79.7,Percentage,,,,73.0,Percentage,,,,78.0,Percentage,,,
E09000014,Haringey,Local Authority District,2022-09-01T00:00:00/P1Y,%,81.2,Percentage,,,,75.4,Percentage,,,,80.5,Percentage,,,
E09000019,Islington,Local Authority District,2021-09-01T00:00:00/P1Y,%,77.3,Percentage,,,,66.5,Percentage,,,,75.6,Percentage,,,
E09000019,Islington,Local Authority District,2022-09-01T00:00:00/P1Y,%,79.4,Percentage,,,,68.6,Percentage,,,,75.4,Percentage,,,
E09000020,Kensington and Chelsea,Local Authority District,2021-09-01T00:00:00/P1Y,%,77.8,Percentage,,,,70.7,Percentage,,,,77.1,Percentage,,,
E09000020,Kensington and Chelsea,Local Authority District,2022-09-01T00:00:00/P1Y,%,78.6,Percentage,,,,73.7,Percentage,,,,78.8,Percentage,,,
E09000022,Lambeth ,Local Authority District,2021-09-01T00:00:00/P1Y,%,77.6,Percentage,,,,69.5,Percentage,,,,77.4,Percentage,,,
E09000022,Lambeth ,Local Authority District,2022-09-01T00:00:00/P1Y,%,77.5,Percentage,,,,69.9,Percentage,,,,77.5,Percentage,,,
E09000023,Lewisham ,Local Authority District,2021-09-01T00:00:00/P1Y,%,81.3,Percentage,,,,72.8,Percentage,,,,79.7,Percentage,,,
E09000023,Lewisham ,Local Authority District,2022-09-01T00:00:00/P1Y,%,80.7,Percentage,,,,72.2,Percentage,,,,79.3,Percentage,,,
E09000025,Newham ,Local Authority District,2022-09-01T00:00:00/P1Y,%,77.8,Percentage,,,,72.3,Percentage,,,,77.0,Percentage,,,
E09000025,Newham ,Local Authority District,2021-09-01T00:00:00/P1Y,%,77.8,Percentage,,,,70.7,Percentage,,,,76.0,Percentage,,,
E09000028,Southwark,Local Authority District,2021-09-01T00:00:00/P1Y,%,78.2,Percentage,,,,71.2,Percentage,,,,77.3,Percentage,,,
E09000028,Southwark,Local Authority District,2022-09-01T00:00:00/P1Y,%,78.1,Percentage,,,,71.8,Percentage,,,,78.3,Percentage,,,
E09000030,Tower Hamlets,Local Authority District,2022-09-01T00:00:00/P1Y,%,75.3,Percentage,,,,67.7,Percentage,,,,74.0,Percentage,,,
E09000030,Tower Hamlets,Local Authority District,2021-09-01T00:00:00/P1Y,%,73.2,Percentage,,,,63.9,Percentage,,,,71.7,Percentage,,,
E09000032,Wandsworth,Local Authority District,2022-09-01T00:00:00/P1Y,%,80.9,Percentage,,,,75.9,Percentage,,,,82.7,Percentage,,,
E09000032,Wandsworth,Local Authority District,2021-09-01T00:00:00/P1Y,%,82.2,Percentage,,,,75.5,Percentage,,,,81.3,Percentage,,,
E09000033,Westminster,Local Authority District,2021-09-01T00:00:00/P1Y,%,77.8,Percentage,,,,69.9,Percentage,,,,77.4,Percentage,,,
E09000033,Westminster,Local Authority District,2022-09-01T00:00:00/P1Y,%,76.1,Percentage,,,,68.6,Percentage,,,,77.0,Percentage,,,
E13000002,Outer London,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,79.5,Percentage,,,,70.4,Percentage,,,,77.2,Percentage,,,
E13000002,Outer London,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,79.4,Percentage,,,,71.2,Percentage,,,,77.9,Percentage,,,
E09000002,Barking and Dagenham,Local Authority District,2021-09-01T00:00:00/P1Y,%,75.6,Percentage,,,,64.6,Percentage,,,,70.6,Percentage,,,
E09000002,Barking and Dagenham,Local Authority District,2022-09-01T00:00:00/P1Y,%,74.4,Percentage,,,,66.9,Percentage,,,,73.1,Percentage,,,
E09000003,Barnet,Local Authority District,2022-09-01T00:00:00/P1Y,%,81.6,Percentage,,,,72.4,Percentage,,,,79.5,Percentage,,,
E09000003,Barnet,Local Authority District,2021-09-01T00:00:00/P1Y,%,78.7,Percentage,,,,67.5,Percentage,,,,76.7,Percentage,,,
E09000004,Bexley,Local Authority District,2022-09-01T00:00:00/P1Y,%,80.9,Percentage,,,,74.2,Percentage,,,,79.5,Percentage,,,
E09000004,Bexley,Local Authority District,2021-09-01T00:00:00/P1Y,%,80.3,Percentage,,,,72.6,Percentage,,,,77.9,Percentage,,,
E09000005,Brent ,Local Authority District,2022-09-01T00:00:00/P1Y,%,75.1,Percentage,,,,68.7,Percentage,,,,74.7,Percentage,,,
E09000005,Brent ,Local Authority District,2021-09-01T00:00:00/P1Y,%,75.7,Percentage,,,,68.9,Percentage,,,,75.5,Percentage,,,
E09000006,Bromley,Local Authority District,2022-09-01T00:00:00/P1Y,%,82.7,Percentage,,,,75.3,Percentage,,,,81.6,Percentage,,,
E09000006,Bromley,Local Authority District,2021-09-01T00:00:00/P1Y,%,83.2,Percentage,,,,74.6,Percentage,,,,81.6,Percentage,,,
E09000008,Croydon,Local Authority District,2022-09-01T00:00:00/P1Y,%,78.9,Percentage,,,,71.2,Percentage,,,,78.4,Percentage,,,
E09000008,Croydon,Local Authority District,2021-09-01T00:00:00/P1Y,%,78.6,Percentage,,,,69.9,Percentage,,,,77.9,Percentage,,,
E09000009,Ealing,Local Authority District,2021-09-01T00:00:00/P1Y,%,77.3,Percentage,,,,70.2,Percentage,,,,76.7,Percentage,,,
E09000009,Ealing,Local Authority District,2022-09-01T00:00:00/P1Y,%,77.2,Percentage,,,,71.0,Percentage,,,,77.4,Percentage,,,
E09000010,Enfield,Local Authority District,2022-09-01T00:00:00/P1Y,%,75.0,Percentage,,,,67.0,Percentage,,,,73.7,Percentage,,,
E09000010,Enfield,Local Authority District,2021-09-01T00:00:00/P1Y,%,76.0,Percentage,,,,67.1,Percentage,,,,73.4,Percentage,,,
E09000011,Greenwich,Local Authority District,2021-09-01T00:00:00/P1Y,%,78.8,Percentage,,,,70.9,Percentage,,,,76.5,Percentage,,,
E09000011,Greenwich,Local Authority District,2022-09-01T00:00:00/P1Y,%,78.7,Percentage,,,,71.6,Percentage,,,,77.5,Percentage,,,
E09000015,Harrow,Local Authority District,2022-09-01T00:00:00/P1Y,%,77.4,Percentage,,,,70.0,Percentage,,,,77.4,Percentage,,,
E09000015,Harrow,Local Authority District,2021-09-01T00:00:00/P1Y,%,79.5,Percentage,,,,72.7,Percentage,,,,78.2,Percentage,,,
E09000016,Havering,Local Authority District,2021-09-01T00:00:00/P1Y,%,79.7,Percentage,,,,66.7,Percentage,,,,74.7,Percentage,,,
E09000016,Havering,Local Authority District,2022-09-01T00:00:00/P1Y,%,79.1,Percentage,,,,67.1,Percentage,,,,75.1,Percentage,,,
E09000017,Hillingdon,Local Authority District,2021-09-01T00:00:00/P1Y,%,77.0,Percentage,,,,65.9,Percentage,,,,74.1,Percentage,,,
E09000017,Hillingdon,Local Authority District,2022-09-01T00:00:00/P1Y,%,80.2,Percentage,,,,71.1,Percentage,,,,77.2,Percentage,,,
E09000018,Hounslow,Local Authority District,2021-09-01T00:00:00/P1Y,%,77.3,Percentage,,,,68.9,Percentage,,,,75.2,Percentage,,,
E09000018,Hounslow,Local Authority District,2022-09-01T00:00:00/P1Y,%,77.0,Percentage,,,,68.5,Percentage,,,,75.7,Percentage,,,
E09000021,Kingston upon Thames,Local Authority District,2021-09-01T00:00:00/P1Y,%,87.1,Percentage,,,,73.8,Percentage,,,,83.4,Percentage,,,
E09000021,Kingston upon Thames,Local Authority District,2022-09-01T00:00:00/P1Y,%,86.2,Percentage,,,,75.0,Percentage,,,,83.4,Percentage,,,
E09000024,Merton,Local Authority District,2021-09-01T00:00:00/P1Y,%,82.0,Percentage,,,,72.1,Percentage,,,,80.2,Percentage,,,
E09000024,Merton,Local Authority District,2022-09-01T00:00:00/P1Y,%,79.6,Percentage,,,,71.2,Percentage,,,,78.6,Percentage,,,
E09000026,Redbridge,Local Authority District,2021-09-01T00:00:00/P1Y,%,78.4,Percentage,,,,70.9,Percentage,,,,76.2,Percentage,,,
E09000026,Redbridge,Local Authority District,2022-09-01T00:00:00/P1Y,%,79.7,Percentage,,,,71.9,Percentage,,,,76.9,Percentage,,,
E09000027,Richmond upon Thames,Local Authority District,2021-09-01T00:00:00/P1Y,%,90.0,Percentage,,,,77.6,Percentage,,,,86.2,Percentage,,,
E09000027,Richmond upon Thames,Local Authority District,2022-09-01T00:00:00/P1Y,%,88.7,Percentage,,,,78.1,Percentage,,,,87.1,Percentage,,,
E09000029,Sutton,Local Authority District,2021-09-01T00:00:00/P1Y,%,84.0,Percentage,,,,72.7,Percentage,,,,80.2,Percentage,,,
E09000029,Sutton,Local Authority District,2022-09-01T00:00:00/P1Y,%,82.0,Percentage,,,,71.2,Percentage,,,,79.3,Percentage,,,
E09000031,Waltham Forest,Local Authority District,2022-09-01T00:00:00/P1Y,%,82.8,Percentage,,,,76.4,Percentage,,,,81.4,Percentage,,,
E09000031,Waltham Forest,Local Authority District,2021-09-01T00:00:00/P1Y,%,81.2,Percentage,,,,75.0,Percentage,,,,79.5,Percentage,,,
E12000008,South East,Region,2021-09-01T00:00:00/P1Y,%,82.4,Percentage,,,,70.6,Percentage,,,,79.0,Percentage,,,
E12000008,South East,Region,2022-09-01T00:00:00/P1Y,%,82.8,Percentage,,,,72.4,Percentage,,,,80.4,Percentage,,,
E06000036,Bracknell Forest,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,80.6,Percentage,,,,72.9,Percentage,,,,80.9,Percentage,,,
E06000036,Bracknell Forest,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,82.7,Percentage,,,,71.6,Percentage,,,,78.2,Percentage,,,
E06000043,Brighton and Hove,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,81.8,Percentage,,,,72.7,Percentage,,,,79.7,Percentage,,,
E06000043,Brighton and Hove,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,79.5,Percentage,,,,69.9,Percentage,,,,77.4,Percentage,,,
E06000060,Buckinghamshire,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,80.9,Percentage,,,,67.5,Percentage,,,,76.4,Percentage,,,
E06000060,Buckinghamshire,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,83.0,Percentage,,,,72.4,Percentage,,,,80.3,Percentage,,,
E06000046,Isle of Wight,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,83.2,Percentage,,,,71.6,Percentage,,,,80.4,Percentage,,,
E06000046,Isle of Wight,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,80.0,Percentage,,,,66.6,Percentage,,,,77.5,Percentage,,,
E06000035,Medway,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,79.8,Percentage,,,,69.8,Percentage,,,,77.3,Percentage,,,
E06000035,Medway,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,79.2,Percentage,,,,68.4,Percentage,,,,76.0,Percentage,,,
E06000042,Milton Keynes,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,81.7,Percentage,,,,71.8,Percentage,,,,78.8,Percentage,,,
E06000042,Milton Keynes,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,81.2,Percentage,,,,69.6,Percentage,,,,77.0,Percentage,,,
E06000044,Portsmouth,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,78.4,Percentage,,,,67.6,Percentage,,,,75.2,Percentage,,,
E06000044,Portsmouth,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,80.5,Percentage,,,,64.7,Percentage,,,,75.0,Percentage,,,
E06000038,Reading,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,76.5,Percentage,,,,67.6,Percentage,,,,74.7,Percentage,,,
E06000038,Reading,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,76.4,Percentage,,,,66.6,Percentage,,,,75.6,Percentage,,,
E06000039,Slough,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,79.3,Percentage,,,,70.1,Percentage,,,,76.9,Percentage,,,
E06000039,Slough,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,79.0,Percentage,,,,68.3,Percentage,,,,75.8,Percentage,,,
E06000045,Southampton,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,79.2,Percentage,,,,69.2,Percentage,,,,77.6,Percentage,,,
E06000045,Southampton,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,77.8,Percentage,,,,64.8,Percentage,,,,73.9,Percentage,,,
E06000037,West Berkshire,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,81.5,Percentage,,,,70.3,Percentage,,,,79.6,Percentage,,,
E06000037,West Berkshire,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,81.8,Percentage,,,,71.7,Percentage,,,,81.2,Percentage,,,
E06000040,Windsor and Maidenhead,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,85.0,Percentage,,,,70.1,Percentage,,,,78.8,Percentage,,,
E06000040,Windsor and Maidenhead,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,85.5,Percentage,,,,71.2,Percentage,,,,79.9,Percentage,,,
E06000041,Wokingham,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,86.5,Percentage,,,,78.6,Percentage,,,,84.9,Percentage,,,
E06000041,Wokingham,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,87.1,Percentage,,,,76.6,Percentage,,,,83.0,Percentage,,,
E10000011,East Sussex,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,84.3,Percentage,,,,71.6,Percentage,,,,79.6,Percentage,,,
E10000011,East Sussex,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,84.3,Percentage,,,,71.7,Percentage,,,,79.2,Percentage,,,
E07000061,Eastbourne,Local Authority District,2021-09-01T00:00:00/P1Y,%,82.9,Percentage,,,,69.6,Percentage,,,,78.9,Percentage,,,
E07000061,Eastbourne,Local Authority District,2022-09-01T00:00:00/P1Y,%,83.1,Percentage,,,,69.6,Percentage,,,,77.8,Percentage,,,
E07000062,Hastings,Local Authority District,2022-09-01T00:00:00/P1Y,%,80.7,Percentage,,,,68.0,Percentage,,,,75.0,Percentage,,,
E07000062,Hastings,Local Authority District,2021-09-01T00:00:00/P1Y,%,81.0,Percentage,,,,67.6,Percentage,,,,73.3,Percentage,,,
E07000063,Lewes,Local Authority District,2022-09-01T00:00:00/P1Y,%,84.9,Percentage,,,,71.7,Percentage,,,,80.5,Percentage,,,
E07000063,Lewes,Local Authority District,2021-09-01T00:00:00/P1Y,%,86.2,Percentage,,,,73.4,Percentage,,,,82.3,Percentage,,,
E07000064,Rother,Local Authority District,2021-09-01T00:00:00/P1Y,%,83.9,Percentage,,,,71.5,Percentage,,,,78.8,Percentage,,,
E07000064,Rother,Local Authority District,2022-09-01T00:00:00/P1Y,%,85.1,Percentage,,,,73.7,Percentage,,,,82.0,Percentage,,,
E07000065,Wealden,Local Authority District,2021-09-01T00:00:00/P1Y,%,86.5,Percentage,,,,75.1,Percentage,,,,81.5,Percentage,,,
E07000065,Wealden,Local Authority District,2022-09-01T00:00:00/P1Y,%,86.5,Percentage,,,,74.0,Percentage,,,,81.9,Percentage,,,
E10000014,Hampshire,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,85.8,Percentage,,,,73.8,Percentage,,,,82.1,Percentage,,,
E10000014,Hampshire,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,86.0,Percentage,,,,74.5,Percentage,,,,82.4,Percentage,,,
E07000084,Basingstoke and Deane,Local Authority District,2022-09-01T00:00:00/P1Y,%,84.5,Percentage,,,,74.0,Percentage,,,,81.5,Percentage,,,
E07000084,Basingstoke and Deane,Local Authority District,2021-09-01T00:00:00/P1Y,%,84.6,Percentage,,,,75.4,Percentage,,,,81.7,Percentage,,,
E07000085,East Hampshire,Local Authority District,2022-09-01T00:00:00/P1Y,%,86.7,Percentage,,,,75.2,Percentage,,,,83.2,Percentage,,,
E07000085,East Hampshire,Local Authority District,2021-09-01T00:00:00/P1Y,%,87.2,Percentage,,,,74.7,Percentage,,,,83.5,Percentage,,,
E07000086,Eastleigh,Local Authority District,2022-09-01T00:00:00/P1Y,%,87.4,Percentage,,,,76.9,Percentage,,,,85.1,Percentage,,,
E07000086,Eastleigh,Local Authority District,2021-09-01T00:00:00/P1Y,%,87.1,Percentage,,,,74.3,Percentage,,,,83.3,Percentage,,,
E07000087,Fareham,Local Authority District,2021-09-01T00:00:00/P1Y,%,87.3,Percentage,,,,74.1,Percentage,,,,82.9,Percentage,,,
E07000087,Fareham,Local Authority District,2022-09-01T00:00:00/P1Y,%,85.7,Percentage,,,,74.2,Percentage,,,,80.8,Percentage,,,
E07000088,Gosport,Local Authority District,2022-09-01T00:00:00/P1Y,%,82.9,Percentage,,,,69.5,Percentage,,,,78.5,Percentage,,,
E07000088,Gosport,Local Authority District,2021-09-01T00:00:00/P1Y,%,83.0,Percentage,,,,67.4,Percentage,,,,77.4,Percentage,,,
E07000089,Hart,Local Authority District,2022-09-01T00:00:00/P1Y,%,88.6,Percentage,,,,78.1,Percentage,,,,85.8,Percentage,,,
E07000089,Hart,Local Authority District,2021-09-01T00:00:00/P1Y,%,89.1,Percentage,,,,79.3,Percentage,,,,85.3,Percentage,,,
E07000090,Havant,Local Authority District,2022-09-01T00:00:00/P1Y,%,83.8,Percentage,,,,69.5,Percentage,,,,78.0,Percentage,,,
E07000090,Havant,Local Authority District,2021-09-01T00:00:00/P1Y,%,83.0,Percentage,,,,67.9,Percentage,,,,78.5,Percentage,,,
E07000091,New Forest,Local Authority District,2021-09-01T00:00:00/P1Y,%,84.9,Percentage,,,,72.7,Percentage,,,,81.9,Percentage,,,
E07000091,New Forest,Local Authority District,2022-09-01T00:00:00/P1Y,%,86.9,Percentage,,,,75.7,Percentage,,,,82.3,Percentage,,,
E07000092,Rushmoor,Local Authority District,2022-09-01T00:00:00/P1Y,%,80.5,Percentage,,,,68.2,Percentage,,,,79.8,Percentage,,,
E07000092,Rushmoor,Local Authority District,2021-09-01T00:00:00/P1Y,%,79.7,Percentage,,,,69.7,Percentage,,,,78.7,Percentage,,,
E07000093,Test Valley,Local Authority District,2021-09-01T00:00:00/P1Y,%,87.9,Percentage,,,,75.0,Percentage,,,,82.5,Percentage,,,
E07000093,Test Valley,Local Authority District,2022-09-01T00:00:00/P1Y,%,87.7,Percentage,,,,75.6,Percentage,,,,84.4,Percentage,,,
E07000094,Winchester,Local Authority District,2022-09-01T00:00:00/P1Y,%,90.3,Percentage,,,,79.4,Percentage,,,,85.2,Percentage,,,
E07000094,Winchester,Local Authority District,2021-09-01T00:00:00/P1Y,%,88.9,Percentage,,,,77.5,Percentage,,,,85.6,Percentage,,,
E10000016,Kent,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,80.7,Percentage,,,,70.8,Percentage,,,,79.2,Percentage,,,
E10000016,Kent,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,80.2,Percentage,,,,68.8,Percentage,,,,77.5,Percentage,,,
E07000105,Ashford,Local Authority District,2021-09-01T00:00:00/P1Y,%,79.5,Percentage,,,,72.0,Percentage,,,,79.9,Percentage,,,
E07000105,Ashford,Local Authority District,2022-09-01T00:00:00/P1Y,%,79.7,Percentage,,,,71.0,Percentage,,,,79.5,Percentage,,,
E07000106,Canterbury,Local Authority District,2021-09-01T00:00:00/P1Y,%,78.3,Percentage,,,,65.1,Percentage,,,,74.7,Percentage,,,
