areacd,areanm,geography,period,unit,inward_fdi,inward_fdi_measure,inward_fdi_lower_confidence_interval_95,inward_fdi_upper_confidence_interval_95,inward_fdi_observation_status,outward_fdi,outward_fdi_measure,outward_fdi_lower_confidence_interval_95,outward_fdi_upper_confidence_interval_95,outward_fdi_observation_status
E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,2015,£ million,12589,Pounds,,,,26132,Pounds,,,
TLH2,Bedfordshire and Hertfordshire,ITL Level 2,2015,£ million,16343,Pounds,,,,34811,Pounds,,,
TLH2,Bedfordshire and Hertfordshire,ITL Level 2,2016,£ million,48638,Pounds,,,,40649,Pounds,,,
TLH2,Bedfordshire and Hertfordshire,ITL Level 2,2017,£ million,25627,Pounds,,,,30895,Pounds,,,
TLH2,Bedfordshire and Hertfordshire,ITL Level 2,2018,£ million,40397,Pounds,,,,56303,Pounds,,,
TLH2,Bedfordshire and Hertfordshire,ITL Level 2,2019,£ million,49158,Pounds,,,,68433,Pounds,,,
TLH2,Bedfordshire and Hertfordshire,ITL Level 2,2020,£ million,39071,Pounds,,,,64715,Pounds,,,
TLH2,Bedfordshire and Hertfordshire,ITL Level 2,2021,£ million,39855,Pounds,,,,68312,Pounds,,,
TLH3,Essex,ITL Level 2,2019,£ million,13182,Pounds,,,,9272,Pounds,,,
TLH3,Essex,ITL Level 2,2021,£ million,12519,Pounds,,,,9555,Pounds,,,
TLH3,Essex,ITL Level 2,2020,£ million,11065,Pounds,,,,9181,Pounds,,,
TLH3,Essex,ITL Level 2,2015,£ million,12509,Pounds,,,,9011,Pounds,,,
TLH3,Essex,ITL Level 2,2017,£ million,11299,Pounds,,,,10146,Pounds,,,
TLH3,Essex,ITL Level 2,2016,£ million,9757,Pounds,,,,11295,Pounds,,,
TLH3,Essex,ITL Level 2,2018,£ million,11902,Pounds,,,,10333,Pounds,,,
TLI,London,ITL Level 1,2021,£ million,907427,Pounds,,,,805325,Pounds,,,
TLI,London,ITL Level 1,2020,£ million,924571,Pounds,,,,763589,Pounds,,,
TLI,London,ITL Level 1,2019,£ million,683412,Pounds,,,,701415,Pounds,,,
TLI,London,ITL Level 1,2015,£ million,412697,Pounds,,,,385164,Pounds,,,
TLI,London,ITL Level 1,2017,£ million,565190,Pounds,,,,518098,Pounds,,,
TLI,London,ITL Level 1,2016,£ million,453476,Pounds,,,,468094,Pounds,,,
TLI,London,ITL Level 1,2018,£ million,671721,Pounds,,,,569176,Pounds,,,
TLI3,Inner London - West,ITL Level 2,2019,£ million,439323,Pounds,,,,527607,Pounds,,,
TLI3,Inner London - West,ITL Level 2,2020,£ million,622487,Pounds,,,,581918,Pounds,,,
TLI3,Inner London - West,ITL Level 2,2018,£ million,446100,Pounds,,,,421423,Pounds,,,
TLI3,Inner London - West,ITL Level 2,2021,£ million,620556,Pounds,,,,609764,Pounds,,,
TLI3,Inner London - West,ITL Level 2,2016,£ million,256636,Pounds,,,,339807,Pounds,,,
TLI3,Inner London - West,ITL Level 2,2015,£ million,239276,Pounds,,,,281365,Pounds,,,
TLI3,Inner London - West,ITL Level 2,2017,£ million,364507,Pounds,,,,383025,Pounds,,,
TLI4,Inner London - East,ITL Level 2,2021,£ million,185788,Pounds,,,,120219,Pounds,,,
TLI4,Inner London - East,ITL Level 2,2020,£ million,209583,Pounds,,,,106653,Pounds,,,
TLI4,Inner London - East,ITL Level 2,2019,£ million,169275,Pounds,,,,95386,Pounds,,,
TLI4,Inner London - East,ITL Level 2,2015,£ million,118872,Pounds,,,,57756,Pounds,,,
TLI4,Inner London - East,ITL Level 2,2017,£ million,151617,Pounds,,,,60874,Pounds,,,
TLI4,Inner London - East,ITL Level 2,2016,£ million,128175,Pounds,,,,73461,Pounds,,,
TLI4,Inner London - East,ITL Level 2,2018,£ million,142498,Pounds,,,,72166,Pounds,,,
TLI5,Outer London - East and North East,ITL Level 2,2015,£ million,6346,Pounds,,,,3294,Pounds,,,
TLI5,Outer London - East and North East,ITL Level 2,2016,£ million,6916,Pounds,,,,4222,Pounds,,,
TLI5,Outer London - East and North East,ITL Level 2,2017,£ million,7226,Pounds,,,,4552,Pounds,,,
TLI5,Outer London - East and North East,ITL Level 2,2018,£ million,8732,Pounds,,,,5540,Pounds,,,
TLI5,Outer London - East and North East,ITL Level 2,2019,£ million,7584,Pounds,,,,4953,Pounds,,,
TLI5,Outer London - East and North East,ITL Level 2,2020,£ million,9545,Pounds,,,,4988,Pounds,,,
TLI5,Outer London - East and North East,ITL Level 2,2021,£ million,10527,Pounds,,,,4579,Pounds,,,
TLI6,Outer London - South,ITL Level 2,2021,£ million,11876,Pounds,,,,13355,Pounds,,,
TLI6,Outer London - South,ITL Level 2,2020,£ million,12983,Pounds,,,,11359,Pounds,,,
TLI6,Outer London - South,ITL Level 2,2019,£ million,11275,Pounds,,,,10919,Pounds,,,
TLI6,Outer London - South,ITL Level 2,2018,£ million,9871,Pounds,,,,12513,Pounds,,,
TLI6,Outer London - South,ITL Level 2,2016,£ million,8056,Pounds,,,,8473,Pounds,,,
TLI6,Outer London - South,ITL Level 2,2015,£ million,8299,Pounds,,,,5271,Pounds,,,
TLI6,Outer London - South,ITL Level 2,2017,£ million,7767,Pounds,,,,14832,Pounds,,,
TLI7,Outer London - West and North West,ITL Level 2,2015,£ million,39905,Pounds,,,,37479,Pounds,,,
TLI7,Outer London - West and North West,ITL Level 2,2016,£ million,53693,Pounds,,,,42132,Pounds,,,
TLI7,Outer London - West and North West,ITL Level 2,2017,£ million,34073,Pounds,,,,54815,Pounds,,,
TLI7,Outer London - West and North West,ITL Level 2,2018,£ million,64520,Pounds,,,,57534,Pounds,,,
TLI7,Outer London - West and North West,ITL Level 2,2019,£ million,55955,Pounds,,,,62551,Pounds,,,
TLI7,Outer London - West and North West,ITL Level 2,2020,£ million,69972,Pounds,,,,58671,Pounds,,,
TLI7,Outer London - West and North West,ITL Level 2,2021,£ million,78680,Pounds,,,,57409,Pounds,,,
TLJ,South East (England),ITL Level 1,2019,£ million,218126,Pounds,,,,307539,Pounds,,,
TLJ,South East (England),ITL Level 1,2020,£ million,289387,Pounds,,,,347415,Pounds,,,
TLJ,South East (England),ITL Level 1,2021,£ million,340538,Pounds,,,,348021,Pounds,,,
TLJ,South East (England),ITL Level 1,2018,£ million,187532,Pounds,,,,302245,Pounds,,,
TLJ,South East (England),ITL Level 1,2016,£ million,121158,Pounds,,,,271601,Pounds,,,
TLJ,South East (England),ITL Level 1,2015,£ million,120903,Pounds,,,,248644,Pounds,,,
TLJ,South East (England),ITL Level 1,2017,£ million,186446,Pounds,,,,301996,Pounds,,,
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,2015,£ million,43773,Pounds,,,,106399,Pounds,,,
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,2016,£ million,51237,Pounds,,,,87410,Pounds,,,
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,2017,£ million,83326,Pounds,,,,103790,Pounds,,,
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,2018,£ million,86727,Pounds,,,,94855,Pounds,,,
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,2019,£ million,113980,Pounds,,,,81419,Pounds,,,
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,2020,£ million,157293,Pounds,,,,130124,Pounds,,,
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,2021,£ million,198684,Pounds,,,,120309,Pounds,,,
TLJ2,"Surrey, East and West Sussex",ITL Level 2,2021,£ million,58935,Pounds,,,,130242,Pounds,,,
TLJ2,"Surrey, East and West Sussex",ITL Level 2,2020,£ million,57070,Pounds,,,,115024,Pounds,,,
TLJ2,"Surrey, East and West Sussex",ITL Level 2,2019,£ million,45072,Pounds,,,,136984,Pounds,,,
TLJ2,"Surrey, East and West Sussex",ITL Level 2,2018,£ million,53656,Pounds,,,,132521,Pounds,,,
TLJ2,"Surrey, East and West Sussex",ITL Level 2,2017,£ million,58361,Pounds,,,,142153,Pounds,,,
TLJ2,"Surrey, East and West Sussex",ITL Level 2,2016,£ million,42295,Pounds,,,,151765,Pounds,,,
TLJ2,"Surrey, East and West Sussex",ITL Level 2,2015,£ million,45943,Pounds,,,,115175,Pounds,,,
TLJ3,Hampshire and Isle of Wight,ITL Level 2,2015,£ million,20342,Pounds,,,,20686,Pounds,,,
TLJ3,Hampshire and Isle of Wight,ITL Level 2,2016,£ million,16868,Pounds,,,,21338,Pounds,,,
TLJ3,Hampshire and Isle of Wight,ITL Level 2,2017,£ million,33398,Pounds,,,,43994,Pounds,,,
TLJ3,Hampshire and Isle of Wight,ITL Level 2,2018,£ million,35269,Pounds,,,,60057,Pounds,,,
TLJ3,Hampshire and Isle of Wight,ITL Level 2,2019,£ million,45209,Pounds,,,,78987,Pounds,,,
TLJ3,Hampshire and Isle of Wight,ITL Level 2,2020,£ million,59414,Pounds,,,,90864,Pounds,,,
TLJ3,Hampshire and Isle of Wight,ITL Level 2,2021,£ million,50920,Pounds,,,,84226,Pounds,,,
TLJ4,Kent,ITL Level 2,2020,£ million,15610,Pounds,,,,11402,Pounds,,,
TLJ4,Kent,ITL Level 2,2019,£ million,13865,Pounds,,,,10149,Pounds,,,
TLJ4,Kent,ITL Level 2,2018,£ million,11880,Pounds,,,,14812,Pounds,,,
TLJ4,Kent,ITL Level 2,2021,£ million,32000,Pounds,,,,13245,Pounds,,,
TLJ4,Kent,ITL Level 2,2016,£ million,10758,Pounds,,,,11087,Pounds,,,
TLJ4,Kent,ITL Level 2,2015,£ million,10844,Pounds,,,,6385,Pounds,,,
TLJ4,Kent,ITL Level 2,2017,£ million,11360,Pounds,,,,12059,Pounds,,,
TLK,South West (England),ITL Level 1,2015,£ million,56666,Pounds,,,,52500,Pounds,,,
TLK,South West (England),ITL Level 1,2016,£ million,61899,Pounds,,,,66533,Pounds,,,
TLK,South West (England),ITL Level 1,2017,£ million,60046,Pounds,,,,84864,Pounds,,,
TLK,South West (England),ITL Level 1,2018,£ million,65377,Pounds,,,,88373,Pounds,,,
TLK,South West (England),ITL Level 1,2019,£ million,70768,Pounds,,,,84587,Pounds,,,
TLK,South West (England),ITL Level 1,2020,£ million,74555,Pounds,,,,85202,Pounds,,,
TLK,South West (England),ITL Level 1,2021,£ million,83533,Pounds,,,,68092,Pounds,,,
TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,2020,£ million,60584,Pounds,,,,71364,Pounds,,,
TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,2019,£ million,49713,Pounds,,,,71334,Pounds,,,
TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,2018,£ million,43620,Pounds,,,,72458,Pounds,,,
TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,2021,£ million,71801,Pounds,,,,55436,Pounds,,,
TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,2016,£ million,38693,Pounds,,,,53490,Pounds,,,
TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,2015,£ million,36546,Pounds,,,,40644,Pounds,,,
TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,2017,£ million,39451,Pounds,,,,68507,Pounds,,,
E47000009,West of England,Combined Authority or City Region,2020,£ million,32272,Pounds,,,,42900,Pounds,,,
E47000009,West of England,Combined Authority or City Region,2019,£ million,21684,Pounds,,,,43390,Pounds,,,
E47000009,West of England,Combined Authority or City Region,2018,£ million,16531,Pounds,,,,40897,Pounds,,,
E47000009,West of England,Combined Authority or City Region,2021,£ million,42821,Pounds,,,,38691,Pounds,,,
E47000009,West of England,Combined Authority or City Region,2016,£ million,16144,Pounds,,,,37245,Pounds,,,
E47000009,West of England,Combined Authority or City Region,2015,£ million,14972,Pounds,,,,32740,Pounds,,,
E47000009,West of England,Combined Authority or City Region,2017,£ million,16820,Pounds,,,,42158,Pounds,,,
TLK2,Dorset and Somerset,ITL Level 2,2015,£ million,12287,Pounds,,,,6737,Pounds,,,
TLK2,Dorset and Somerset,ITL Level 2,2016,£ million,15238,Pounds,,,,8395,Pounds,,,
TLK2,Dorset and Somerset,ITL Level 2,2017,£ million,15233,Pounds,,,,9400,Pounds,,,
TLK2,Dorset and Somerset,ITL Level 2,2018,£ million,17030,Pounds,,,,11036,Pounds,,,
TLK2,Dorset and Somerset,ITL Level 2,2019,£ million,16846,Pounds,,,,8956,Pounds,,,
TLK2,Dorset and Somerset,ITL Level 2,2020,£ million,8856,Pounds,,,,10029,Pounds,,,
TLK2,Dorset and Somerset,ITL Level 2,2021,£ million,7481,Pounds,,,,8649,Pounds,,,
TLK3,Cornwall and Isles of Scilly,ITL Level 2,2021,£ million,900,Pounds,,,,1084,Pounds,,,
TLK3,Cornwall and Isles of Scilly,ITL Level 2,2020,£ million,1237,Pounds,,,,1048,Pounds,,,
TLK3,Cornwall and Isles of Scilly,ITL Level 2,2019,£ million,1306,Pounds,,,,1142,Pounds,,,
TLK3,Cornwall and Isles of Scilly,ITL Level 2,2016,£ million,1596,Pounds,,,,974,Pounds,,,
TLK3,Cornwall and Isles of Scilly,ITL Level 2,2017,£ million,1315,Pounds,,,,3016,Pounds,,,
TLK3,Cornwall and Isles of Scilly,ITL Level 2,2015,£ million,1690,Pounds,,,,1598,Pounds,,,
TLK3,Cornwall and Isles of Scilly,ITL Level 2,2018,£ million,1313,Pounds,,,,1602,Pounds,,,
TLK4,Devon,ITL Level 2,2015,£ million,6143,Pounds,,,,3521,Pounds,,,
TLK4,Devon,ITL Level 2,2016,£ million,6372,Pounds,,,,3674,Pounds,,,
TLK4,Devon,ITL Level 2,2017,£ million,4047,Pounds,,,,3941,Pounds,,,
TLK4,Devon,ITL Level 2,2018,£ million,3413,Pounds,,,,3277,Pounds,,,
TLK4,Devon,ITL Level 2,2019,£ million,2903,Pounds,,,,3155,Pounds,,,
TLK4,Devon,ITL Level 2,2020,£ million,3878,Pounds,,,,2760,Pounds,,,
TLK4,Devon,ITL Level 2,2021,£ million,3351,Pounds,,,,2924,Pounds,,,
TLL,Wales,ITL Level 1,2021,£ million,41900,Pounds,,,,19582,Pounds,,,
TLL,Wales,ITL Level 1,2020,£ million,34033,Pounds,,,,17456,Pounds,,,
TLL,Wales,ITL Level 1,2019,£ million,20410,Pounds,,,,23834,Pounds,,,
TLL,Wales,ITL Level 1,2018,£ million,22737,Pounds,,,,20718,Pounds,,,
TLL,Wales,ITL Level 1,2017,£ million,17986,Pounds,,,,15197,Pounds,,,
TLL,Wales,ITL Level 1,2016,£ million,45835,Pounds,,,,13192,Pounds,,,
TLL,Wales,ITL Level 1,2015,£ million,21993,Pounds,,,,11155,Pounds,,,
TLL1,West Wales and The Valleys,ITL Level 2,2015,£ million,9327,Pounds,,,,4587,Pounds,,,
TLL1,West Wales and The Valleys,ITL Level 2,2016,£ million,12677,Pounds,,,,5428,Pounds,,,
TLL1,West Wales and The Valleys,ITL Level 2,2017,£ million,7721,Pounds,,,,5556,Pounds,,,
TLL1,West Wales and The Valleys,ITL Level 2,2018,£ million,9895,Pounds,,,,7854,Pounds,,,
TLL1,West Wales and The Valleys,ITL Level 2,2019,£ million,10702,Pounds,,,,9793,Pounds,,,
TLL1,West Wales and The Valleys,ITL Level 2,2020,£ million,10581,Pounds,,,,7538,Pounds,,,
TLL1,West Wales and The Valleys,ITL Level 2,2021,£ million,9288,Pounds,,,,7369,Pounds,,,
W42000004,Swansea Bay City Region,Combined Authority or City Region,2020,£ million,5029,Pounds,,,,4070,Pounds,,,
W42000004,Swansea Bay City Region,Combined Authority or City Region,2019,£ million,4233,Pounds,,,,5878,Pounds,,,
W42000004,Swansea Bay City Region,Combined Authority or City Region,2018,£ million,4300,Pounds,,,,3249,Pounds,,,
W42000004,Swansea Bay City Region,Combined Authority or City Region,2021,£ million,4214,Pounds,,,,3052,Pounds,,,
W42000004,Swansea Bay City Region,Combined Authority or City Region,2016,£ million,7099,Pounds,,,,2884,Pounds,,,
W42000004,Swansea Bay City Region,Combined Authority or City Region,2015,£ million,3338,Pounds,,,,1824,Pounds,,,
W42000004,Swansea Bay City Region,Combined Authority or City Region,2017,£ million,3602,Pounds,,,,2619,Pounds,,,
TLL2,East Wales,ITL Level 2,2015,£ million,12666,Pounds,,,,6568,Pounds,,,
TLL2,East Wales,ITL Level 2,2016,£ million,33159,Pounds,,,,7765,Pounds,,,
TLL2,East Wales,ITL Level 2,2017,£ million,10265,Pounds,,,,9641,Pounds,,,
TLL2,East Wales,ITL Level 2,2018,£ million,12842,Pounds,,,,12864,Pounds,,,
TLL2,East Wales,ITL Level 2,2019,£ million,9708,Pounds,,,,14041,Pounds,,,
TLL2,East Wales,ITL Level 2,2020,£ million,23452,Pounds,,,,9917,Pounds,,,
TLL2,East Wales,ITL Level 2,2021,£ million,32612,Pounds,,,,12213,Pounds,,,
W42000001,Cardiff Capital Region,Combined Authority or City Region,2020,£ million,9139,Pounds,,,,10845,Pounds,,,
W42000001,Cardiff Capital Region,Combined Authority or City Region,2019,£ million,9005,Pounds,,,,10582,Pounds,,,
W42000001,Cardiff Capital Region,Combined Authority or City Region,2018,£ million,12214,Pounds,,,,11143,Pounds,,,
W42000001,Cardiff Capital Region,Combined Authority or City Region,2021,£ million,30181,Pounds,,,,12914,Pounds,,,
W42000001,Cardiff Capital Region,Combined Authority or City Region,2016,£ million,32872,Pounds,,,,7930,Pounds,,,
W42000001,Cardiff Capital Region,Combined Authority or City Region,2015,£ million,10194,Pounds,,,,7419,Pounds,,,
W42000001,Cardiff Capital Region,Combined Authority or City Region,2017,£ million,7390,Pounds,,,,8912,Pounds,,,
TLM,Scotland,ITL Level 1,2020,£ million,75165,Pounds,,,,124952,Pounds,,,
TLM,Scotland,ITL Level 1,2019,£ million,96863,Pounds,,,,94603,Pounds,,,
TLM,Scotland,ITL Level 1,2018,£ million,80510,Pounds,,,,86788,Pounds,,,
TLM,Scotland,ITL Level 1,2021,£ million,57650,Pounds,,,,91250,Pounds,,,
TLM,Scotland,ITL Level 1,2016,£ million,86957,Pounds,,,,92067,Pounds,,,
TLM,Scotland,ITL Level 1,2015,£ million,83291,Pounds,,,,91969,Pounds,,,
TLM,Scotland,ITL Level 1,2017,£ million,88494,Pounds,,,,95441,Pounds,,,
TLM5,North Eastern Scotland,ITL Level 2,2015,£ million,26942,Pounds,,,,27949,Pounds,,,
TLM5,North Eastern Scotland,ITL Level 2,2016,£ million,29332,Pounds,,,,20365,Pounds,,,
TLM5,North Eastern Scotland,ITL Level 2,2017,£ million,21699,Pounds,,,,19594,Pounds,,,
TLM5,North Eastern Scotland,ITL Level 2,2018,£ million,24456,Pounds,,,,19431,Pounds,,,
TLM5,North Eastern Scotland,ITL Level 2,2019,£ million,21419,Pounds,,,,18082,Pounds,,,
TLM5,North Eastern Scotland,ITL Level 2,2020,£ million,16078,Pounds,,,,35665,Pounds,,,
TLM5,North Eastern Scotland,ITL Level 2,2021,£ million,1828,Pounds,,,,10271,Pounds,,,
na,Aberdeen City Region,Combined Authority or City Region,2021,£ million,1828,Pounds,,,,10271,Pounds,,,
na,Aberdeen City Region,Combined Authority or City Region,2020,£ million,16078,Pounds,,,,35665,Pounds,,,
na,Aberdeen City Region,Combined Authority or City Region,2019,£ million,21419,Pounds,,,,18082,Pounds,,,
na,Aberdeen City Region,Combined Authority or City Region,2016,£ million,29332,Pounds,,,,20365,Pounds,,,
na,Aberdeen City Region,Combined Authority or City Region,2017,£ million,21699,Pounds,,,,19594,Pounds,,,
na,Aberdeen City Region,Combined Authority or City Region,2015,£ million,26942,Pounds,,,,27949,Pounds,,,
na,Aberdeen City Region,Combined Authority or City Region,2018,£ million,24456,Pounds,,,,19431,Pounds,,,
TLM6,Highlands and Islands,ITL Level 2,2015,£ million,2208,Pounds,,,,2070,Pounds,,,
TLM6,Highlands and Islands,ITL Level 2,2016,£ million,2995,Pounds,,,,2740,Pounds,,,
TLM6,Highlands and Islands,ITL Level 2,2017,£ million,2532,Pounds,,,,3668,Pounds,,,
TLM6,Highlands and Islands,ITL Level 2,2018,£ million,1683,Pounds,,,,3590,Pounds,,,
TLM6,Highlands and Islands,ITL Level 2,2019,£ million,2440,Pounds,,,,3635,Pounds,,,
TLM6,Highlands and Islands,ITL Level 2,2020,£ million,2046,Pounds,,,,3568,Pounds,,,
TLM6,Highlands and Islands,ITL Level 2,2021,£ million,1918,Pounds,,,,4268,Pounds,,,
TLM7,Eastern Scotland,ITL Level 2,2021,£ million,21541,Pounds,,,,43697,Pounds,,,
TLM7,Eastern Scotland,ITL Level 2,2020,£ million,23383,Pounds,,,,47352,Pounds,,,
TLM7,Eastern Scotland,ITL Level 2,2019,£ million,36262,Pounds,,,,33617,Pounds,,,
TLM7,Eastern Scotland,ITL Level 2,2018,£ million,24363,Pounds,,,,31752,Pounds,,,
TLM7,Eastern Scotland,ITL Level 2,2017,£ million,33173,Pounds,,,,44209,Pounds,,,
TLM7,Eastern Scotland,ITL Level 2,2016,£ million,28015,Pounds,,,,44450,Pounds,,,
TLM7,Eastern Scotland,ITL Level 2,2015,£ million,29729,Pounds,,,,40165,Pounds,,,
na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,2015,£ million,25905,Pounds,,,,32818,Pounds,,,
na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,2016,£ million,23944,Pounds,,,,35086,Pounds,,,
na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,2017,£ million,29602,Pounds,,,,35215,Pounds,,,
na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,2018,£ million,19015,Pounds,,,,21284,Pounds,,,
na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,2019,£ million,30941,Pounds,,,,19549,Pounds,,,
na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,2020,£ million,20405,Pounds,,,,22597,Pounds,,,
na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,2021,£ million,23149,Pounds,,,,24227,Pounds,,,
TLM8,West Central Scotland,ITL Level 2,2021,£ million,26718,Pounds,,,,27271,Pounds,,,
TLM8,West Central Scotland,ITL Level 2,2019,£ million,31493,Pounds,,,,28161,Pounds,,,
TLM8,West Central Scotland,ITL Level 2,2018,£ million,26317,Pounds,,,,27115,Pounds,,,
TLM8,West Central Scotland,ITL Level 2,2020,£ million,27294,Pounds,,,,29972,Pounds,,,
TLM8,West Central Scotland,ITL Level 2,2016,£ million,22400,Pounds,,,,19582,Pounds,,,
TLM8,West Central Scotland,ITL Level 2,2015,£ million,18346,Pounds,,,,17496,Pounds,,,
TLM8,West Central Scotland,ITL Level 2,2017,£ million,27253,Pounds,,,,25457,Pounds,,,
na,Glasgow City Region,Combined Authority or City Region,2015,£ million,20792,Pounds,,,,19172,Pounds,,,
na,Glasgow City Region,Combined Authority or City Region,2016,£ million,24022,Pounds,,,,21385,Pounds,,,
na,Glasgow City Region,Combined Authority or City Region,2017,£ million,29960,Pounds,,,,27046,Pounds,,,
na,Glasgow City Region,Combined Authority or City Region,2018,£ million,29363,Pounds,,,,28645,Pounds,,,
na,Glasgow City Region,Combined Authority or City Region,2019,£ million,34165,Pounds,,,,33538,Pounds,,,
na,Glasgow City Region,Combined Authority or City Region,2020,£ million,30477,Pounds,,,,33326,Pounds,,,
na,Glasgow City Region,Combined Authority or City Region,2021,£ million,29328,Pounds,,,,27470,Pounds,,,
TLM9,Southern Scotland,ITL Level 2,2021,£ million,5645,Pounds,,,,5742,Pounds,,,
TLM9,Southern Scotland,ITL Level 2,2019,£ million,5250,Pounds,,,,11108,Pounds,,,
TLM9,Southern Scotland,ITL Level 2,2018,£ million,3690,Pounds,,,,4900,Pounds,,,
TLM9,Southern Scotland,ITL Level 2,2020,£ million,6365,Pounds,,,,8395,Pounds,,,
TLM9,Southern Scotland,ITL Level 2,2016,£ million,4216,Pounds,,,,4929,Pounds,,,
TLM9,Southern Scotland,ITL Level 2,2015,£ million,6065,Pounds,,,,4290,Pounds,,,
TLM9,Southern Scotland,ITL Level 2,2017,£ million,3837,Pounds,,,,2512,Pounds,,,
TLN,Northern Ireland,ITL Level 1,2021,£ million,19153,Pounds,,,,10736,Pounds,,,
TLN,Northern Ireland,ITL Level 1,2019,£ million,10448,Pounds,,,,10514,Pounds,,,
TLN,Northern Ireland,ITL Level 1,2018,£ million,10860,Pounds,,,,11589,Pounds,,,
TLN,Northern Ireland,ITL Level 1,2020,£ million,14262,Pounds,,,,11439,Pounds,,,
TLN,Northern Ireland,ITL Level 1,2016,£ million,17333,Pounds,,,,12840,Pounds,,,
TLN,Northern Ireland,ITL Level 1,2015,£ million,18388,Pounds,,,,7072,Pounds,,,
TLN,Northern Ireland,ITL Level 1,2017,£ million,19395,Pounds,,,,11812,Pounds,,,
