AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Value,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
TLI43,Haringey and Islington,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,11203.0,Pounds,£ million,,,,1,
TLI44,Lewisham and Southwark,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,5182.0,Pounds,£ million,,,,1,
TLI45,Lambeth,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,4355.0,Pounds,£ million,,,,1,
E13000002,Outer London,Combined Authority or City Region,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLI5,Outer London - East and North East,ITL Level 2,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLI51,Bexley and Greenwich,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,725.0,Pounds,£ million,,,,1,
TLI52,Barking & Dagenham and Havering,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1079.0,Pounds,£ million,,,,1,
TLI53,Redbridge and Waltham Forest,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLI54,Enfield,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1558.0,Pounds,£ million,,,,1,
TLI6,Outer London - South,ITL Level 2,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,3483.0,Pounds,£ million,,,,1,
TLI61,Bromley,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,575.0,Pounds,£ million,,,,1,
TLI62,Croydon,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,924.0,Pounds,£ million,,,,1,
TLI63,"Merton, Kingston upon Thames and Sutton",ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1984.0,Pounds,£ million,,,,1,
TLI7,Outer London - West and North West,ITL Level 2,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLI71,Barnet,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,762.0,Pounds,£ million,,,,1,
TLI72,Brent,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1820.0,Pounds,£ million,,,,1,
TLI73,Ealing,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLI74,Harrow and Hillingdon,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,4651.0,Pounds,£ million,,,,1,
TLI75,Hounslow and Richmond upon Thames,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,10200.0,Pounds,£ million,,,,1,
TLJ,South East (England),ITL Level 1,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,87620.0,Pounds,£ million,,,,1,
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,34196.0,Pounds,£ million,,,,1,
TLJ11,Berkshire,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,15419.0,Pounds,£ million,,,,1,
TLJ12,Milton Keynes,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,3567.0,Pounds,£ million,,,,1,
TLJ13,Buckinghamshire,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,6853.0,Pounds,£ million,,,,1,
TLJ14,Oxfordshire CC,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,8356.0,Pounds,£ million,,,,1,
TLJ2,"Surrey, East and West Sussex",ITL Level 2,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,26402.0,Pounds,£ million,,,,1,
TLJ21,Brighton and Hove,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,2293.0,Pounds,£ million,,,,1,
TLJ22,East Sussex CC,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,921.0,Pounds,£ million,,,,1,
TLJ25,West Surrey,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,10272.0,Pounds,£ million,,,,1,
TLJ26,East Surrey,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,5475.0,Pounds,£ million,,,,1,
TLJ27,West Sussex (South West),ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,2023.0,Pounds,£ million,,,,1,
TLJ28,West Sussex (North East),ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,5419.0,Pounds,£ million,,,,1,
TLJ3,Hampshire and Isle of Wight,ITL Level 2,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,20185.0,Pounds,£ million,,,,1,
TLJ31,Portsmouth,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1285.0,Pounds,£ million,,,,1,
TLJ32,Southampton,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLJ34,Isle of Wight,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLJ35,South Hampshire,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,3069.0,Pounds,£ million,,,,1,
TLJ36,Central Hampshire,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,4882.0,Pounds,£ million,,,,1,
TLJ37,North Hampshire,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,8604.0,Pounds,£ million,,,,1,
TLJ4,Kent,ITL Level 2,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,6837.0,Pounds,£ million,,,,1,
TLJ41,Medway,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLJ43,Kent Thames Gateway,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1880.0,Pounds,£ million,,,,1,
TLJ44,East Kent,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1438.0,Pounds,£ million,,,,1,
TLJ45,Mid Kent,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,968.0,Pounds,£ million,,,,1,
TLJ46,West Kent,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLK,South West (England),ITL Level 1,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,34900.0,Pounds,£ million,,,,1,
TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,23331.0,Pounds,£ million,,,,1,
E47000009,West of England,Combined Authority or City Region,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,7357.0,Pounds,£ million,,,,1,
TLK11,"Bristol, City of",ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,3032.0,Pounds,£ million,,,,1,
TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,5163.0,Pounds,£ million,,,,1,
TLK13,Gloucestershire CC,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,10549.0,Pounds,£ million,,,,1,
TLK14,Swindon,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,2781.0,Pounds,£ million,,,,1,
TLK15,Wiltshire,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1806.0,Pounds,£ million,,,,1,
TLK2,Dorset and Somerset,ITL Level 2,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,6626.0,Pounds,£ million,,,,1,
TLK23,Somerset CC,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,2834.0,Pounds,£ million,,,,1,
TLK24,"Bournemouth, Christchurch and Poole",ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,2907.0,Pounds,£ million,,,,1,
TLK25,Dorset,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,885.0,Pounds,£ million,,,,1,
TLK3,Cornwall and Isles of Scilly,ITL Level 2,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1121.0,Pounds,£ million,,,,1,
TLK30,Cornwall and Isles of Scilly,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1121.0,Pounds,£ million,,,,1,
TLK4,Devon,ITL Level 2,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,3823.0,Pounds,£ million,,,,1,
TLK41,Plymouth,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLK42,Torbay,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLK43,Devon CC,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,2408.0,Pounds,£ million,,,,1,
TLL,Wales,ITL Level 1,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,23773.0,Pounds,£ million,,,,1,
TLL1,West Wales and The Valleys,ITL Level 2,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
W42000004,Swansea Bay City Region,Combined Authority or City Region,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,6570.0,Pounds,£ million,,,,1,
TLL11,Isle of Anglesey,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLL12,Gwynedd,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,308.0,Pounds,£ million,,,,1,
TLL13,Conwy and Denbighshire,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,458.0,Pounds,£ million,,,,1,
TLL14,South West Wales,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,3448.0,Pounds,£ million,,,,1,
TLL15,Central Valleys,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,3578.0,Pounds,£ million,,,,1,
TLL16,Gwent Valleys,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1520.0,Pounds,£ million,,,,1,
TLL17,Bridgend and Neath Port Talbot,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,2865.0,Pounds,£ million,,,,1,
TLL18,Swansea,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1668.0,Pounds,£ million,,,,1,
TLL2,East Wales,ITL Level 2,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
W42000001,Cardiff Capital Region,Combined Authority or City Region,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,11472.0,Pounds,£ million,,,,1,
TLL21,Monmouthshire and Newport,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1985.0,Pounds,£ million,,,,1,
TLL22,Cardiff and Vale of Glamorgan,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,3206.0,Pounds,£ million,,,,1,
TLL23,Flintshire and Wrexham,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,4034.0,Pounds,£ million,,,,1,
TLL24,Powys,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLM,Scotland,ITL Level 1,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,50109.0,Pounds,£ million,,,,1,
TLM5,North Eastern Scotland,ITL Level 2,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
na,Aberdeen City Region,Combined Authority or City Region,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLM50,Aberdeen City and Aberdeenshire,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLM6,Highlands and Islands,ITL Level 2,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLM61,"Caithness and Sutherland, and Ross and Cromarty",ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,340.0,Pounds,£ million,,,,1,
TLM62,"Inverness and Nairn, Moray, and Badenoch and Strathspey",ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,965.0,Pounds,£ million,,,,1,
TLM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,745.0,Pounds,£ million,,,,1,
TLM64,Na h-Eileanan Siar,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLM65,Orkney Islands,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLM66,Shetland Islands,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLM7,Eastern Scotland,ITL Level 2,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,18349.0,Pounds,£ million,,,,1,
na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,13765.0,Pounds,£ million,,,,1,
TLM71,Angus and Dundee City,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1393.0,Pounds,£ million,,,,1,
TLM72,Clackmannanshire and Fife,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,4409.0,Pounds,£ million,,,,1,
TLM73,East Lothian and Midlothian,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,566.0,Pounds,£ million,,,,1,
TLM75,City of Edinburgh,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,7306.0,Pounds,£ million,,,,1,
TLM76,Falkirk,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1487.0,Pounds,£ million,,,,1,
TLM77,"Perth and Kinross, and Stirling",ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1126.0,Pounds,£ million,,,,1,
TLM78,West Lothian,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,2063.0,Pounds,£ million,,,,1,
TLM8,West Central Scotland,ITL Level 2,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,13572.0,Pounds,£ million,,,,1,
na,Glasgow City Region,Combined Authority or City Region,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,14273.0,Pounds,£ million,,,,1,
TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1354.0,Pounds,£ million,,,,1,
TLM82,Glasgow City,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,7545.0,Pounds,£ million,,,,1,
TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,2950.0,Pounds,£ million,,,,1,
TLM84,North Lanarkshire,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1723.0,Pounds,£ million,,,,1,
TLM9,Southern Scotland,ITL Level 2,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLM91,Scottish Borders,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLM92,Dumfries and Galloway,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,529.0,Pounds,£ million,,,,1,
TLM93,East Ayrshire and North Ayrshire mainland,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,918.0,Pounds,£ million,,,,1,
TLM94,South Ayrshire,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1888.0,Pounds,£ million,,,,1,
TLM95,South Lanarkshire,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,764.0,Pounds,£ million,,,,1,
TLN,Northern Ireland,ITL Level 1,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,13245.0,Pounds,£ million,,,,1,
N34000001,Belfast City Region,Combined Authority or City Region,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLN06,Belfast,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,3326.0,Pounds,£ million,,,,1,
TLN07,"Armagh City, Banbridge and Craigavon",ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1878.0,Pounds,£ million,,,,1,
TLN08,"Newry, Mourne and Down",ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,886.0,Pounds,£ million,,,,1,
TLN09,Ards and North Down,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLN0A,Derry City and Strabane,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1176.0,Pounds,£ million,,,,1,
TLN0B,Mid Ulster,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1786.0,Pounds,£ million,,,,1,
TLN0C,Causeway Coast and Glens,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,,Pounds,£ million,,,x,1,
TLN0D,Antrim and Newtownabbey,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,748.0,Pounds,£ million,,,,1,
TLN0E,Lisburn and Castlereagh,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,616.0,Pounds,£ million,,,,1,
TLN0F,Mid and East Antrim,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,596.0,Pounds,£ million,,,,1,
TLN0G,Fermanagh and Omagh,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2021,801.0,Pounds,£ million,,,,1,
